datetime,access1-0_rcp85,bcc-csm1-1_rcp85,bcc-csm1-1-m_rcp85,canesm2_rcp85,ccsm4_rcp85,cesm1-bgc_rcp85,cesm1-cam5_rcp85,cmcc-cm_rcp85,cnrm-cm5_rcp85,csiro-mk3-6-0_rcp85,fgoals-g2_rcp85,fio-esm_rcp85,gfdl-cm3_rcp85,gfdl-esm2g_rcp85,gfdl-esm2m_rcp85,giss-e2-r_rcp85,hadgem2-ao_rcp85,hadgem2-cc_rcp85,hadgem2-es_rcp85,inmcm4_rcp85,ipsl-cm5a-mr_rcp85,ipsl-cm5b-lr_rcp85,miroc5_rcp85,miroc-esm_rcp85,miroc-esm-chem_rcp85,mpi-esm-lr_rcp85,mpi-esm-mr_rcp85,mri-cgcm3_rcp85,noresm1-m_rcp85,count
1951-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1952-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1953-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1954-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1955-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1956-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1957-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1958-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1959-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1960-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1961-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1962-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1963-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1964-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1965-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1966-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1967-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1968-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1969-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1970-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1971-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1972-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1973-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1974-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1975-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1976-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1977-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1978-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1980-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1981-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1982-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1983-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1984-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1985-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1986-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1987-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1988-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1989-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1990-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1991-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1992-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1993-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1994-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1995-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1996-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1997-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1998-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1999-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2000-10-01,0.8125442421429714,0.40068501598385964,0.9689084520366499,0.5481359600443662,0.8711534635980339,0.8630543080293445,0.7921184340421883,0.8047477098945854,0.5506889845045735,0.5113422974837184,0.16281172440945166,0.6364083448278084,0.5623916297354901,0.39608483654059523,0.4507748349989714,0.572785346043658,0.8554043860684006,0.25598571177183155,0.8127204329659681,0.5199186908529307,0.9960053977656586,0.9697624469443896,0.2954230364998304,0.6420619098825215,0.386662786940417,0.767290585492454,0.9705271590129787,0.7308475358620189,0.8488336294332104,0.0
2001-10-01,0.9004032659666321,0.40444878617097246,0.9961784944475132,0.39500333609844407,0.8185734144458404,0.7559070163117649,0.9569575096092113,0.5991257927151101,0.41571405383668325,0.42613505939341834,0.1966171883137431,0.6259335977223772,0.5770163023031557,0.18846565893859257,0.6008207418601932,0.40104062704688526,0.7430020088688203,0.3002894155538299,0.8502199732628227,0.5317277747248931,0.6472772332049561,0.7602534125715255,0.34588564582652925,0.4740128248157096,0.3216486840656185,0.7748093710455574,0.8084627853589547,0.46805606502075725,0.6536988157746588,0.0
2002-10-01,0.9011104519538726,0.6327426511751113,0.994609771293154,0.2627278300585267,0.7962544010746423,0.9045561369044217,0.9616226999466705,0.44017894684603043,0.48925778001460973,0.3665791685888743,0.13359947342485268,0.5606675406687729,0.8643436268248523,0.10378015309908818,0.5346649073608545,0.4807085030261494,0.5261534379877412,0.29067328609937004,0.88834123471538,0.5295003795667547,0.4142086936652588,0.6647426009163135,0.3467004199556677,0.4601985805406217,0.3248135601544355,0.7492420925622857,0.7657466614574098,0.4164844038873532,0.7536384569807133,0.0
2003-10-01,0.9948791046132982,0.46652508552458705,0.8941392539024119,0.14992392643333297,0.7460167902273052,0.8680547080165243,0.7175846762669089,0.48216200847475366,0.27618047364350534,0.34030111014040987,0.1284362260900187,0.5623057194740312,0.9289420959095752,0.1139057155303053,0.4499304189000328,0.708660733575489,0.4871728095510165,0.4335612796032149,0.7943904605987054,0.6214434346959861,0.4381853793072209,0.5374940449611718,0.4638275829212132,0.522114284413018,0.2902958490153059,0.6202914645485245,0.5837010377766008,0.39770235152758215,0.880879867878885,0.0
2004-10-01,0.9304847086003412,0.7033088560532811,0.8450196862431869,0.14383629090365097,0.8358547668498613,0.843624992903808,0.6094343368561423,0.660972442535479,0.09167441390436226,0.3556159116668567,0.14959513090030005,0.43323548336019846,0.7220630168437787,0.09885724459158657,0.4519084832121134,0.794074188182005,0.4861359642361227,0.4186566116156881,0.448903797632757,0.6806839299904011,0.46609779977692156,0.5536554937911262,0.5568144290738232,0.5293247993164771,0.3180902105084769,0.6021938209552944,0.5122697606676941,0.3043197619884225,0.6675376155349279,0.0
2005-10-01,0.9220878933211033,0.786346537216982,0.8912377088490673,0.14747671978331275,0.9871338025390369,0.9357963914327816,0.7066970421473826,0.7035642360833605,0.06084505973723975,0.29343785285708884,0.1520331416222975,0.6564508901134394,0.8506035911797734,0.07078469787300752,0.4694810159315288,0.8313402171755759,0.3777399435711408,0.30332917456735614,0.5365312678132589,0.9156527803132113,0.4215714802045918,0.3724742505785388,0.9279776523229798,0.5765709241078769,0.30794480687412823,0.5984046957719874,0.48026574803493793,0.2868525145932261,0.4416140810518737,0.0
2006-10-01,0.9561737287802252,0.6645525193511597,0.8156178505412374,0.04271853123998855,0.8903846752354861,0.8772162243145385,0.4949887362276866,0.7030766948098601,0.030375246574965757,0.34077147765080806,0.16150343968326986,0.6941373330858835,0.7686849629726735,0.027858677702148157,0.5347621888084124,0.8622020182882203,0.4013144685805712,0.30225664008307335,0.9586701065905954,0.9711340978033756,0.3963463179114005,0.38397598235579256,0.9582997198560618,0.4753585431312831,0.23992651954748215,0.4048816208527001,0.6874191774153829,0.28826420981078,0.484220646994978,3.0
2007-10-01,0.917746785473961,0.7989010563193379,0.8505025445844239,0.043382758332194224,0.8743252876981538,0.5613663085252092,0.4547421032136181,0.5600432798381996,0.023419926025665862,0.4181115051243789,0.26532921021882033,0.6565747878651802,0.6186368043446809,0.008736652095674839,0.444727649307863,0.9616563000678023,0.4033404154803425,0.29171513352780104,0.7753043274017668,0.9029126933228033,0.4129007737443372,0.2682447434290491,0.9649854833158045,0.5281639883457305,0.26760397264002667,0.7848770778888456,0.5301603247886402,0.4320038304888588,0.32893818529254626,3.0
2008-10-01,0.7698843969169076,0.6962805913360877,0.4145120258935422,0.06692769171270303,0.8548867962751329,0.66042014864414,0.3376901269080791,0.7183155415858,0.02420901417439948,0.35384151530589014,0.2999600260306103,0.6510677996735312,0.5189525153211375,0.0041659953792665015,0.3757094116233116,0.9298795381775917,0.28890085653113307,0.35707754896288235,0.7242043536054104,0.7583800947917269,0.42831791995223867,0.29102639712460215,0.9347234637885834,0.3350110679577546,0.12255521576120879,0.6580462734196175,0.576727673727217,0.3715771242091881,0.28453913427719196,2.0
