datetime,bcc-csm1-1_rcp26,canesm2_rcp26,ccsm4_rcp26,cesm1-cam5_rcp26,csiro-mk3-6-0_rcp26,fgoals-g2_rcp26,fio-esm_rcp26,gfdl-cm3_rcp26,gfdl-esm2g_rcp26,gfdl-esm2m_rcp26,giss-e2-r_rcp26,hadgem2-ao_rcp26,hadgem2-es_rcp26,ipsl-cm5a-mr_rcp26,miroc5_rcp26,miroc-esm_rcp26,miroc-esm-chem_rcp26,mpi-esm-lr_rcp26,mpi-esm-mr_rcp26,mri-cgcm3_rcp26,noresm1-m_rcp26,count
1951-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1952-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1953-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1954-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1955-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1956-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1957-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1958-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1959-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1960-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1961-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1962-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1963-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1964-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1965-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1966-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1967-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1968-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1969-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1970-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1971-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1972-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1973-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1974-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1975-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1976-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1977-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1978-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1979-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1980-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1981-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1982-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1983-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1984-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1985-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1986-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1987-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1988-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1989-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1990-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1991-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1992-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1993-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1994-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1995-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1996-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1997-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1998-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
1999-10-01,,,,,,,,,,,,,,,,,,,,,,0.0
2000-10-01,0.49175682908935003,0.7695142920384456,0.974172062399156,0.761183596647398,0.6306259546155835,0.20964392683407412,0.5604438100288756,0.4712128154931102,0.4949111328901552,0.38458553192401634,0.4997475938602268,0.7678220124577471,0.8315319898918333,0.9649141838008866,0.348414116047042,0.6899536457618602,0.4888451524655911,0.8138053025867175,0.8818271279604502,0.9953316054003628,0.9652935309483494,0.0
2001-10-01,0.49679194194479825,0.6033788806209788,0.7648233348638817,0.877097837904095,0.44822975482657756,0.23922520038290268,0.635543953442026,0.483572769144898,0.2578929783734822,0.5095647660648271,0.36510403201666375,0.6445289344301433,0.7864105027900714,0.6044477609496786,0.35134894105465053,0.5286424326016188,0.42152885284437525,0.7705445975040562,0.6443869146936401,0.6372385115746988,0.835469765735063,0.0
2002-10-01,0.7326129720317223,0.43944431308859233,0.723763195170764,0.9144344890527139,0.3669446294850808,0.1460467332115299,0.5963012904618079,0.9749730792816231,0.11300496881983323,0.4560789147409592,0.43612258097827916,0.4128957532704416,0.734634200002914,0.4011159040876804,0.2903724642908739,0.47808702477231346,0.43127468256616663,0.7958945236393302,0.5568778205311943,0.6165761399159029,0.9338845364100016,0.0
2003-10-01,0.6016049385049864,0.3102131652071518,0.6142196728855063,0.6225912887941061,0.40144492649580166,0.1278752082344782,0.6234903284616704,0.9118799587317649,0.0842664329423678,0.37481657131945556,0.6841112183662277,0.3164876767378439,0.9458977402045718,0.43701563603111004,0.36727131751837105,0.5667347266989153,0.40686735506242344,0.6484696761970303,0.5741468661383047,0.5841577452767885,0.940409125155433,0.0
2004-10-01,0.8597843753208544,0.31512850241099355,0.6588443445246039,0.5152755562081124,0.4191701250600951,0.15171560711714177,0.4798411391943257,0.5950046494961344,0.06240299747513852,0.3795870961770169,0.7533997573245796,0.30445774991919483,0.6546844784703315,0.45863920347191134,0.4700207507984504,0.5800074584064063,0.5319758828213558,0.6926900739564748,0.4430210393805689,0.43887650560261593,0.8798628855532908,0.0
2005-10-01,0.9899119163349102,0.307153082793419,0.8312194241727803,0.6235092448754025,0.4019158396181549,0.16578413039888354,0.8271330118106356,0.5964467661131543,0.039104250189833475,0.3549086307057795,0.7325869330680896,0.24722190942546302,0.5878571407561348,0.43484037750347015,0.9653744705800907,0.8196291889453466,0.49650226633509265,0.6092460709800493,0.3185839786955941,0.3802325807710125,0.5396626604032395,1.0
2006-10-01,0.9600339101072647,0.20912027118507376,0.8032427266010795,0.4832377925437181,0.5275747475731778,0.19947936203312397,0.9659839514519661,0.7726535081534347,0.01765358458121428,0.36726421632929707,0.9571751132684401,0.24125983281756017,0.7302765667069482,0.29252408979479955,0.974032738502207,0.8360916814103704,0.46964746610804897,0.4774143471056457,0.35780548923107947,0.35411377145735123,0.5778572982985758,1.0
2007-10-01,0.9180285855136777,0.22251179038227334,0.8679226768763254,0.5150041182895138,0.3819209281154331,0.3428448480741829,0.9783759709453752,0.688263763931783,0.010790736183672083,0.440435028255744,0.7713952312093896,0.21658433174390374,0.7238792706476238,0.2657813534579538,0.8227153629174333,0.5468285748233225,0.3692036509699286,0.42315293585923763,0.6575700083378362,0.2922645714418964,0.5766416577918064,1.0
2008-10-01,0.4336515775895202,0.30576974759176545,0.7724662468495158,0.4828283826393217,0.34249354553301703,0.2919200071528531,0.858790695151354,0.7114426339015131,0.004459622873566731,0.4856836911996847,0.7353039341864905,0.10013558066161037,0.7991668756921787,0.2549429427983783,0.9044239728283712,0.3576965494860659,0.31891849483950285,0.3636500363438716,0.7879578742194077,0.25722692642268524,0.49177493638395087,1.0
2009-10-01,0.39183491565103556,0.42684239030592797,0.5316029003799184,0.5180333595290603,0.2682419379980173,0.27083335778836765,0.9618163793490975,0.6280827511902994,0.001124337150137512,0.44870371899802597,0.5532818806885083,0.15406101023040358,0.7934139766544112,0.12172081633968754,0.7949926120257558,0.310026289147627,0.1824021633494898,0.3387279502160985,0.6578906537994598,0.3997363550846875,0.43735097062542994,1.0
2010-10-01,0.3003422285746414,0.4824926172075562,0.3257179379533264,0.42916490978995125,0.20689070151753988,0.20583941166261302,0.9370270360619388,0.6316314619713548,0.0008848039757918114,0.4146140161504084,0.5699245005969901,0.0997612015500678,0.5397181948087404,0.12495693369247586,0.5232903934061774,0.41917077125756586,0.128223119387509,0.5109841950821368,0.7385333788457994,0.2184319207510511,0.5756907419908976,1.0
2011-10-01,0.15346976816028954,0.5026634217103527,0.2791295762848514,0.27588175218014266,0.26023060984619023,0.2074422449056605,0.8948368277176277,0.4673440421817815,0.0009293121050535455,0.5645264491592441,0.8520203221257273,0.05793706794583336,0.4999164211443198,0.1256603162946272,0.3467463304498305,0.5153430181678399,0.1709075486906845,0.3921351983639123,0.7185305781717024,0.20884645661846885,0.6022948951019598,1.0
2012-10-01,0.10917256384524603,0.4410022408328198,0.4187508141594679,0.3425210419651059,0.34931364600058323,0.17906756095281073,0.9996337323817941,0.36137390145559056,0.0007193377348735986,0.6138802903798422,0.8674391121972986,0.13294717287140667,0.3905811886755931,0.1415469247451235,0.48501916054911076,0.5241524305664561,0.2084409801697929,0.41950232207075155,0.7884804627327637,0.23574580706955142,0.5461042916261339,1.0
2013-10-01,0.10178660695381214,0.38129257389269866,0.5789073753360989,0.44523147372073935,0.22988547363007786,0.24700633030003574,0.6450855828659361,0.49730868411680174,0.003108810246682702,0.5301604409163683,0.9003058109922399,0.1766400864266863,0.40074327903994,0.08104853535218139,0.5393435217022915,0.26262453548747106,0.27936146738586487,0.5090838290970748,0.8690609621995474,0.18383944621535755,0.42093618613180106,1.0
2014-10-01,0.09838572668574691,0.21829997559276956,0.45197645570562994,0.5836995634743452,0.346335303225648,0.26076166347775,0.6512390547320503,0.42158310006855926,0.009712757168034438,0.618468913450855,0.8714367520229889,0.2119650449623862,0.38242350712326767,0.14091362704750623,0.34399113896104105,0.26544531048456355,0.150104088282756,0.406712431675866,0.8122313144747925,0.1476006094875452,0.4796244297123283,1.0
