datetime,access1-0_rcp45,bcc-csm1-1_rcp45,bcc-csm1-1-m_rcp45,canesm2_rcp45,ccsm4_rcp45,cesm1-bgc_rcp45,cesm1-cam5_rcp45,cmcc-cm_rcp45,cnrm-cm5_rcp45,csiro-mk3-6-0_rcp45,fgoals-g2_rcp45,fio-esm_rcp45,gfdl-cm3_rcp45,gfdl-esm2g_rcp45,gfdl-esm2m_rcp45,giss-e2-h-cc_rcp45,giss-e2-r_rcp45,giss-e2-r-cc_rcp45,hadgem2-ao_rcp45,hadgem2-cc_rcp45,hadgem2-es_rcp45,inmcm4_rcp45,ipsl-cm5a-mr_rcp45,ipsl-cm5b-lr_rcp45,miroc5_rcp45,miroc-esm_rcp45,miroc-esm-chem_rcp45,mpi-esm-lr_rcp45,mpi-esm-mr_rcp45,mri-cgcm3_rcp45,noresm1-m_rcp45,count
1951-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1952-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1953-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1954-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1955-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1956-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1957-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1958-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1959-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1960-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1961-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1962-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1963-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1964-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1965-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1966-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1967-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1968-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1969-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1970-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1971-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1972-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1973-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1974-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1975-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1976-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1977-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1978-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1980-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1981-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1982-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1983-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1984-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1985-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1986-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1987-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1988-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1989-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1990-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1991-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1992-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1993-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1994-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1995-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1996-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1997-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1998-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1999-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2000-10-01,0.9041576305582244,0.625259714530495,0.9853663067668137,0.5560711652412604,0.9359492214647958,0.8273881047445154,0.9491515005515522,0.7975310206438893,0.6109033228219141,0.5704660403930377,0.18680289201808653,0.5804514497090029,0.5256025714040199,0.3453759861933817,0.5164716672155079,0.8591056763792903,0.5449077625985974,0.597705334088088,0.9790994555323193,0.35759817125800286,0.7966319643056158,0.5989186618014569,0.9360353640473787,0.972700072528726,0.3913663368815068,0.7121421875826291,0.35602977950782067,0.7296170278065501,0.9482940159318729,0.9565757561281532,0.8692357901660596,0.0
2001-10-01,0.9950008472359609,0.6721962126230557,0.9934503902340239,0.40311584185656557,0.7695877561527606,0.7353116150856934,0.9422457621230169,0.5832898305691886,0.5297428679340741,0.45432905857766415,0.23265648930601351,0.6141110462127473,0.5208915399547707,0.17178523466546827,0.5871875893203848,0.9870647977849842,0.41913681667718916,0.713079778132139,0.8675995691412685,0.39537888345265326,0.8241731236325952,0.6215821410058611,0.7083237351958784,0.8315645981936401,0.4719267821320604,0.5309390870797847,0.28120394367766727,0.7646133706980845,0.7983146300331609,0.6397496852820549,0.6454438914818383,0.0
2002-10-01,0.9966897856906165,0.9780925560911662,0.9915456930825739,0.26973659113528853,0.6964488374284631,0.887187815734416,0.8948093447294285,0.4343899778696224,0.5947645050057155,0.3619846479393586,0.17226936067756518,0.560023701534045,0.9305207903233927,0.07605879760968963,0.5040823374793892,0.6879747772440827,0.45949653762067855,0.7831676100535976,0.6402675643997906,0.3506817132381177,0.8459050260948912,0.5430811428847333,0.4680844842789472,0.733249542057972,0.40638188580171675,0.4942425964608006,0.28289174024396097,0.8176900809148981,0.7282870669384461,0.5632824431708494,0.7619181156314221,0.0
2003-10-01,0.8633411475389724,0.8907369983572588,0.8715066164016475,0.20269516026166656,0.6692278855821051,0.8795656781806115,0.7631148807062115,0.42330453336062857,0.3661244892963358,0.39943246234318175,0.17328927207268813,0.5966653329196404,0.94685157772072,0.07222022770819633,0.408988378394583,0.5885881135129762,0.6868581486818363,0.8101487874174829,0.4722641802112161,0.613464478934308,0.8300589173891202,0.6439314361555626,0.47979523390467804,0.6049786869940517,0.5256173869015484,0.5631909881480379,0.25161041994129296,0.6781569838816385,0.6168727965337679,0.5037420015264226,0.8363049286398688,0.0
2004-10-01,0.8766338620882984,0.786183893089815,0.9002254800472903,0.19311166343538635,0.7829648469827315,0.7973309584335767,0.6523122436796405,0.6504525044086913,0.17480606510929536,0.3924872752355131,0.22427220910049103,0.45946790696613415,0.7470709762085351,0.03615915132046283,0.459585554773719,0.6073547988712777,0.7215267970996402,0.5870277273331985,0.5034733728146461,0.537646920921582,0.5359876150772844,0.705211800806008,0.475758459355776,0.525650404506713,0.6831351929361964,0.5515332392567353,0.277929945783868,0.734136784645175,0.49718792605404094,0.41444471601312804,0.6746839144216862,1.0
2005-10-01,0.8433422726382735,0.6528451805288089,0.8443755156479767,0.21759404289840625,0.9880858123227916,0.8321668423942178,0.7290710480579905,0.6930262076087519,0.11743030610025443,0.2869760820150587,0.2872694061718944,0.7458457755831351,0.8080451273789362,0.02318656594017864,0.47299707750702846,0.67717702871309,0.6345340058468426,0.5922072394434803,0.4229892961498345,0.5108457109696414,0.5701488587995935,0.9889683867094388,0.4583909902151394,0.4323113356044248,0.9137022340556746,0.7532138282053296,0.37988826520562136,0.7411303571038166,0.461496893559044,0.43394306192856713,0.3807487398308157,1.0
2006-10-01,0.8138013061653161,0.766197057926385,0.8303848174621882,0.11790767346419115,0.8044160452506057,0.9085081731441811,0.6106754843486047,0.7100620119303451,0.038726554352669376,0.26057934239689046,0.2319703506357886,0.7610895722882087,0.7644139857802948,0.015601746263167293,0.431455587885489,0.6483858577317883,0.8072029651441264,0.5955270212645394,0.3957982389967901,0.4323579854928181,0.6471591939356445,0.8688856607421296,0.4106772281949572,0.3855962386527133,0.7589555899187828,0.6995174805549691,0.20987269428525154,0.6858636109971334,0.304492787580798,0.44762803157937847,0.48023917160706264,2.0
2007-10-01,0.796761232362232,0.9603754488872368,0.6889580684750299,0.1303631089058778,0.48911943105584244,0.6425258342317633,0.5754972426573146,0.5907515652361591,0.06771853714861532,0.1447795954451805,0.3565567959701619,0.6750453297957875,0.657776026979018,0.011493198385002821,0.3126761959156732,0.6780700080790762,0.789766490670536,0.5841611747162491,0.32267300452961034,0.6577335257561574,0.6667312769362925,0.7153018581359714,0.3015634315562421,0.24033021165939233,0.6568038978665267,0.6418842239240642,0.18806198888794295,0.7081243910546622,0.4524899247418398,0.2889423929670545,0.30664306707485967,1.0
