datetime,access1-0_rcp45,bcc-csm1-1_rcp45,bcc-csm1-1-m_rcp45,canesm2_rcp45,ccsm4_rcp45,cesm1-bgc_rcp45,cesm1-cam5_rcp45,cmcc-cm_rcp45,cnrm-cm5_rcp45,csiro-mk3-6-0_rcp45,fgoals-g2_rcp45,fio-esm_rcp45,gfdl-cm3_rcp45,gfdl-esm2g_rcp45,gfdl-esm2m_rcp45,giss-e2-h-cc_rcp45,giss-e2-r_rcp45,giss-e2-r-cc_rcp45,hadgem2-ao_rcp45,hadgem2-cc_rcp45,hadgem2-es_rcp45,inmcm4_rcp45,ipsl-cm5a-mr_rcp45,ipsl-cm5b-lr_rcp45,miroc5_rcp45,miroc-esm_rcp45,miroc-esm-chem_rcp45,mpi-esm-lr_rcp45,mpi-esm-mr_rcp45,mri-cgcm3_rcp45,noresm1-m_rcp45,count
1951-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1952-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1953-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1954-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1955-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1956-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1957-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1958-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1959-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1960-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1961-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1962-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1963-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1964-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1965-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1966-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1967-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1968-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1969-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1970-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1971-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1972-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1973-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1974-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1975-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1976-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1977-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1978-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1980-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1981-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1982-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1983-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1984-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1985-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1986-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1987-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1988-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1989-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1990-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1991-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1992-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1993-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1994-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1995-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1996-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1997-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1998-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1999-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2000-10-01,0.9399773517841752,0.7645910657082486,0.7437996944149119,0.2264365269753877,0.8487472987693272,0.9117121219221099,0.40025017315275824,0.9257594007450984,0.5918557600090724,0.6662544129790293,0.2605022210482628,0.8400208712655224,0.32978185944849303,0.6227509408057679,0.31813896944513004,0.8059467033405718,0.5277355408537657,0.3071355116742513,0.9602261171243678,0.515531887800216,0.9002170440661779,0.7512004991929974,0.8331166055205527,0.954336050741839,0.5112538108594367,0.4109606245440188,0.41960614503588833,0.8676721925474096,0.8187210255719686,0.9321203090415493,0.5755364579159977,0.0
2001-10-01,0.9588329416414939,0.7953476211607179,0.8502438883437629,0.21476504455511905,0.8446166681334014,0.8961109729858874,0.6764988821872404,0.9690766951955938,0.5994205755550004,0.3047009737209976,0.2994080606827542,0.9355758407088642,0.21274442888621542,0.34227431131747743,0.3188887288208318,0.6614709448466445,0.4811872929398513,0.23523846801515624,0.7852471653865443,0.5295923246750656,0.9002170440661789,0.6525998403789464,0.852634956535653,0.8949779717435886,0.6162657000145093,0.27646883571326136,0.46023227782910625,0.7747664663775617,0.867903758913265,0.6532159112150859,0.47570851901673106,0.0
2002-10-01,0.8869989905564479,0.9520178696231711,0.8410708758331455,0.17491464474818857,0.9771073378740269,0.9053304165356789,0.7722002461736897,0.9462415079953315,0.6199876976015486,0.2119775988007595,0.24320301827210544,0.8461150255610883,0.380525628479911,0.2789871729825536,0.2351107574334945,0.9688972209395408,0.4964165463907507,0.4780980500784455,0.5457846605990246,0.45640504396497106,0.7581276415561968,0.6111011919912313,0.7587573310841296,0.6162610083150808,0.5451177797407025,0.21890653564801105,0.36939637005769976,0.6620773543823595,0.8867214645501312,0.6289289150388375,0.5765555111648915,0.0
2003-10-01,0.8843539168769585,0.9659075128289847,0.6538476128562724,0.12581687981740391,0.8894325417684791,0.9894393390404499,0.6018565573411837,0.9703237438781132,0.6204358758956414,0.31609018740667194,0.3183353254101934,0.8811591927586877,0.35338260953398704,0.3464045601202018,0.13016413907723817,0.9634821960471727,0.5285231091711233,0.6011127614946838,0.3649631237231683,0.5272758691354016,0.86339923756266,0.5844473885043973,0.7684938053623414,0.5804297742277535,0.588869425368147,0.27287954304358475,0.251296286343396,0.92815468145816,0.8744584918213151,0.6582820624990137,0.601766042109937,0.0
2004-10-01,0.7966063184371237,0.9389895733180093,0.7717173325261337,0.11427213630312165,0.6948273454131763,0.9119727847602335,0.5221718809984394,0.8933866844576238,0.34713830571108806,0.2505426991582544,0.1775330004219484,0.6933973408758729,0.1320970421363934,0.2829453626272329,0.12847654083705284,0.8297336225351193,0.5376391782375203,0.5072459604318489,0.415107452217651,0.5080901268296681,0.8459082719332242,0.6555339614029366,0.7004652732202576,0.6650321733850383,0.6307800251147202,0.2617870482114197,0.2448909240661836,0.9987949538603361,0.9879766713307279,0.67339555312968,0.5438173441942117,0.0
2005-10-01,0.6129172226819373,0.8523946691491572,0.9620998303548465,0.11330469990937776,0.3622811700818733,0.8953173275871013,0.4919042827947814,0.9060944377547697,0.27951757313983744,0.24344125225847338,0.16473972189837358,0.7581096468912771,0.14042490389905396,0.32401743684632,0.09007868658158526,0.8914861538969933,0.44290499357532964,0.4626067595512029,0.2705222921426377,0.5318085736423188,0.8103560828384947,0.84760068715023,0.5510130616998212,0.729346773164198,0.9737248351323821,0.34316632872678987,0.3216876274864122,0.7774373191736477,0.8936141741084092,0.8402060572478288,0.49355948144598283,0.0
2006-10-01,0.6202610852833932,0.9272338507458409,0.9490786076515593,0.09768213354733035,0.2859378201416154,0.7812172656070434,0.471002296304769,0.9344047435992204,0.21230544843459687,0.24130101263968845,0.16456463125674572,0.9468475572498243,0.2859335408194521,0.28713646525807573,0.0668646931850596,0.9478274116554973,0.48497173875289046,0.42784827694398053,0.3008529219501215,0.4127875632316246,0.783498291650157,0.7164548197797749,0.5118735786527442,0.7017511718033026,0.9274894913712595,0.3160859839113781,0.16393435160724346,0.7880753355261108,0.9461004366476278,0.9039470032244674,0.7161395625998155,0.0
2007-10-01,0.6012984379320703,0.807283190930544,0.7369063423625728,0.10174540394597124,0.14392980238434888,0.528413791331098,0.4381329744861999,0.9983159402775361,0.26681391720001313,0.15266408927859398,0.202355112094033,0.9829943501576689,0.2984996130335321,0.2624084293391469,0.05147543494414915,0.9287715176734515,0.44415982379841845,0.47458006614891757,0.29471745595370535,0.6434314952895213,0.8268182660602326,0.7926705734755342,0.49005651058250654,0.40338182280865775,0.889836508768961,0.2581355638582793,0.1408987763791434,0.7907612713604105,0.9906825582681829,0.7386612387118587,0.5477586354030171,0.0
