datetime,access1-0_rcp85,bcc-csm1-1_rcp85,bcc-csm1-1-m_rcp85,canesm2_rcp85,ccsm4_rcp85,cesm1-bgc_rcp85,cesm1-cam5_rcp85,cmcc-cm_rcp85,cnrm-cm5_rcp85,csiro-mk3-6-0_rcp85,fgoals-g2_rcp85,fio-esm_rcp85,gfdl-cm3_rcp85,gfdl-esm2g_rcp85,gfdl-esm2m_rcp85,giss-e2-r_rcp85,hadgem2-ao_rcp85,hadgem2-cc_rcp85,hadgem2-es_rcp85,inmcm4_rcp85,ipsl-cm5a-mr_rcp85,ipsl-cm5b-lr_rcp85,miroc5_rcp85,miroc-esm_rcp85,miroc-esm-chem_rcp85,mpi-esm-lr_rcp85,mpi-esm-mr_rcp85,mri-cgcm3_rcp85,noresm1-m_rcp85,count
1951-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1952-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1953-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1954-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1955-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1956-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1957-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1958-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1959-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1960-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1961-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1962-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1963-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1964-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1965-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1966-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1967-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1968-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1969-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1970-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1971-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1972-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1973-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1974-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1975-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1976-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1977-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1978-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1980-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1981-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1982-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1983-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1984-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1985-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1986-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1987-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1988-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1989-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1990-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1991-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1992-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1993-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1994-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1995-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1996-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1997-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1998-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1999-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2000-10-01,0.9448547561318772,0.9012935228684991,0.8987964136314746,0.37087183620137754,0.7685765008175599,0.9293300129491091,0.2899924929141355,0.9397579915991506,0.8024450062614441,0.3840329882920748,0.44547247636941656,0.7526758005211194,0.32101960391164,0.5348740977499733,0.3004011991600945,0.4573306034746404,0.9354508077381101,0.45919157038389,0.6897539253382153,0.6980515877123366,0.8719799393951279,0.9292932630636469,0.4086286251698379,0.36189031495740975,0.5238980747370108,0.8644021942200963,0.968048283660015,0.9556209669814736,0.7305857443687024,0.0
2001-10-01,0.8953985391218113,0.9177082631841489,0.9235806514183619,0.3199709181490251,0.7714025915858411,0.8558027284941933,0.6230591279153256,0.9462785264604414,0.7272956745728971,0.16607066371717982,0.5719625898133773,0.7595439315958155,0.26850874313080175,0.3071155767430465,0.4834289766716038,0.34156900832081716,0.7935644758958947,0.508382839688599,0.706337593335804,0.6443483464661316,0.8055147300986761,0.8833284830129406,0.5320256830210248,0.18594862003769452,0.44035958949706366,0.7704129335799071,0.9843275436435555,0.5194097495347938,0.5465824461171087,0.0
2002-10-01,0.6686897071103339,0.8313052719743765,0.8808598626208017,0.26553531690654053,0.9789221436571816,0.980438742417006,0.7955155203273461,0.8278938202891336,0.7701025865895362,0.1097378697649203,0.5347729741074216,0.6479459470605796,0.37121971188925507,0.244987224487373,0.42575626634665664,0.32802552907700566,0.5783791323393697,0.43113025893512014,0.5984742004157083,0.546163256408365,0.7175456327812408,0.6328797856170523,0.5248333259412451,0.1407500937058766,0.40951170606553,0.7771455338785033,0.937150176384905,0.5127705631457966,0.6318690581027306,0.0
2003-10-01,0.5880232597153543,0.9601789778367495,0.7272068453862488,0.15267044370347124,0.954327774067731,0.9652425463740778,0.7438416609520901,0.9335131100919116,0.6991699500528761,0.13020359850571905,0.6210154005431912,0.6907514365523295,0.31030444993139394,0.29045217747394575,0.26326742679919884,0.3521544605137442,0.530919927398404,0.5414485204760371,0.6645966459885801,0.5289197642025693,0.6907873267792659,0.5395978127931718,0.5923431318641916,0.15389068003938222,0.3330392812210834,0.9429402394160012,0.7657598820136977,0.5275674261330112,0.5697340802345523,0.0
2004-10-01,0.5641491153783194,0.8499602093541835,0.7842332326168346,0.08865980146035961,0.8505253585905878,0.9885831807114784,0.6530800128519292,0.9879172174439934,0.48951013519861286,0.09702802481922965,0.38969785595316897,0.49812012864322275,0.160859215100558,0.28950984321777107,0.24531246620951744,0.3526911537281259,0.5638797332045826,0.5195622002774765,0.7475190303424915,0.5475646706560122,0.6556019840023866,0.6798948386141465,0.6304156191086963,0.1634543777971617,0.32583786075110877,0.9016650951743139,0.7545348005573974,0.47882808529722576,0.3537501154721623,0.0
2005-10-01,0.3951535602651489,0.8475489678352508,0.9989027362695012,0.0777835283774817,0.4974129648800243,0.8262886261679785,0.725767365387441,0.8997807798843428,0.443921492090408,0.08764075612560457,0.32143169031195623,0.6363994557634398,0.1791892319863715,0.2300541442063777,0.15764431056835795,0.29519143868582765,0.28602904048547123,0.5158182238049788,0.7162248906704287,0.7540679435851572,0.5937131979893706,0.7093384555188683,0.9714486614134671,0.23058881020694555,0.2972931630968207,0.7669257061529356,0.8384273573112381,0.5355037308779507,0.2356237323441885,0.0
2006-10-01,0.45532187349549924,0.9271250895243799,0.9687380933369143,0.04823186857645759,0.49298524741118965,0.7454620592376036,0.6237369683339937,0.7469255577702458,0.461690936755385,0.08814395826211212,0.34381840402600006,0.6582828970658328,0.4334491107367273,0.19963815756064746,0.1477725173916734,0.4512776589919435,0.37768204212866774,0.460567011452639,0.6592199331081174,0.9951986952244656,0.5904559651118824,0.8159453026894262,0.8880577623873029,0.20309724652664418,0.276675754667677,0.6057795449717112,0.9234225481601908,0.44226504734300653,0.27473677801760976,1.0
2007-10-01,0.5197860016334526,0.8803770549526646,0.9958056437674727,0.048399792802936124,0.37589347680118934,0.4553745513331404,0.6337192670070577,0.6743428798591842,0.42533579660656384,0.07857545333684429,0.25980713709944847,0.6326835878242345,0.3855865784953024,0.1240710719108686,0.12209375743495726,0.3521658994094099,0.3714318569958618,0.5332606018732704,0.6529486938572588,0.9218333293626741,0.7065821386323974,0.2842302242949811,0.8701528487810324,0.2851072473833885,0.32038458034266015,0.7827447466426288,0.5200362990404523,0.45220264273117505,0.23321837703250956,1.0
2008-10-01,0.3713758874978288,0.41301292213589336,0.9788091485552053,0.054055449840619024,0.3441737538972871,0.4169848662766067,0.5221487677570833,0.6130776097598398,0.45445800793483304,0.05945527288476877,0.3100816591108309,0.5618458668221835,0.5384445329032919,0.04780301238674999,0.08635240841939004,0.20741263027979762,0.17810853647642716,0.5704120278712546,0.6233417575238189,0.9171101374061426,0.8224859414191339,0.2229551747459842,0.6908960297601924,0.17681001745515706,0.27167807402084304,0.7426739131488116,0.5457973602854046,0.40568454698113865,0.2228821042477397,1.0
